f1,f2,profit,date
0.7013407630183071,0.013291408805715664,0.013291408805715664,2015-01-05
0.3522694399105907,0.008168923150220692,-0.008168923150220692,2015-01-06
0.6226876969749927,0.012710306863112638,0.012710306863112638,2015-01-07
0.38944514980876255,0.025508849415948498,-0.025508849415948498,2015-01-08
0.48046406982141554,0.0003516367654505245,0.0,2015-01-09
0.8253591719540403,0.010777919349249336,0.010777919349249336,2015-01-13
0.33581800120646943,0.02204745922208242,-0.02204745922208242,2015-01-14
0.9794613802938795,0.014731549294702814,0.014731549294702814,2015-01-15
0.35065405531644644,0.017962537614307453,-0.017962537614307453,2015-01-16
0.45043223072361127,0.008964549087981994,0.0,2015-01-19
0.45544231860164197,0.01791334174770413,0.0,2015-01-20
0.48006869768129534,0.011544430486646906,0.0,2015-01-21
0.8790079634881811,0.012006085342272698,0.012006085342272698,2015-01-22
0.7702601339435875,0.025732144020402647,0.025732144020402647,2015-01-23
0.008650702911585095,0.005294074321524726,-0.005294074321524726,2015-01-26
0.19141642855651442,0.008646311285522621,-0.008646311285522621,2015-01-27
0.6515989932974913,0.0002295276897510416,0.0002295276897510416,2015-01-28
0.0482666148911407,0.004080876108019724,-0.004080876108019724,2015-01-29
0.8379718917899746,0.0035840665393517194,0.0035840665393517194,2015-01-30
0.0826566536952047,0.015941827030729643,-0.015941827030729643,2015-02-02
0.7304713964109437,0.031631914862157065,0.031631914862157065,2015-02-03
0.14263430236974828,0.029649302406010308,-0.029649302406010308,2015-02-04
0.6858628936650298,0.019348412928165155,0.019348412928165155,2015-02-05
0.8466074526870675,0.02856303641567984,0.02856303641567984,2015-02-06
0.6079150057878665,0.009703607738143216,0.009703607738143216,2015-02-09
0.4128866550131409,0.025680701929204144,0.0,2015-02-10
0.41288569582661994,0.038092824276745645,0.0,2015-02-12
0.23447047860318226,0.024499453888556094,-0.024499453888556094,2015-02-13
0.9128527419538778,0.010826714391156577,0.010826714391156577,2015-02-16
0.08580094083379097,0.030007493279508763,-0.030007493279508763,2015-02-17
0.09729750794928216,0.014521050696850281,-0.014521050696850281,2015-02-18
0.6209805498924348,0.010779937417434965,0.010779937417434965,2015-02-19
0.23462976945912362,0.0020851713643621535,-0.0020851713643621535,2015-02-20
0.5660721599629337,0.01757725640008811,0.0,2015-02-23
0.4594817756361651,0.014083208606354427,0.0,2015-02-24
0.30577953946108116,0.00904014672183592,-0.00904014672183592,2015-02-25
0.8008082312225473,0.01400334428235875,0.01400334428235875,2015-02-26
0.938221544685366,0.017996206507338863,0.017996206507338863,2015-02-27
0.754582042486189,0.009460416314012274,0.009460416314012274,2015-03-02
0.6786454060338224,0.00898458379651667,0.00898458379651667,2015-03-03
0.08893621521473416,0.0027332745496002997,-0.0027332745496002997,2015-03-04
0.05582989889324086,0.018841806186528108,-0.018841806186528108,2015-03-05
0.9183682104366179,0.01251758664362426,0.01251758664362426,2015-03-06
0.5256017811906344,0.008030857866293723,0.0,2015-03-09
0.5874730478794726,0.01097725593080866,0.0,2015-03-10
0.6639029299859828,0.004915948419872311,0.004915948419872311,2015-03-11
0.08636309636513817,0.0015488311549634985,-0.0015488311549634985,2015-03-12
0.19310375751425768,0.009424304517061695,-0.009424304517061695,2015-03-13
0.2760129958182632,0.0013772660374813997,-0.0013772660374813997,2015-03-16
0.8755134181708504,0.019237083216180305,0.019237083216180305,2015-03-17
0.6383170648769726,0.0036917494015958584,0.0036917494015958584,2015-03-18
0.6427332114331464,0.0015751901634001126,0.0015751901634001126,2015-03-19
0.49691678398748174,0.0007680458686309174,0.0,2015-03-20
0.6778540004172775,0.002091733952923759,0.002091733952923759,2015-03-23
0.9219093850515124,0.008692541606425455,0.008692541606425455,2015-03-24
0.9954208514437709,0.023154675035425173,0.023154675035425173,2015-03-25
0.8004077460849693,0.014225216759803436,0.014225216759803436,2015-03-26
0.3516900121127894,7.202700881264473e-05,-7.202700881264473e-05,2015-03-27
0.48555496643388585,0.02734971801783939,0.0,2015-03-30
0.5284728235806421,0.03426978959227026,0.0,2015-03-31
0.5220917036665068,0.009298168957107413,0.0,2015-04-01
0.6161845920486405,0.0014417249282301895,0.0014417249282301895,2015-04-02
0.9523879174239,0.022373635209715838,0.022373635209715838,2015-04-03
0.21416094825030296,0.0256429534866723,-0.0256429534866723,2015-04-06
0.8736874724122095,0.025916905027507767,0.025916905027507767,2015-04-07
0.47301626120855456,0.006145555050914149,0.0,2015-04-08
0.9428555344567918,0.00742136212117616,0.00742136212117616,2015-04-09
0.012398170800759,0.0032817077193526742,-0.0032817077193526742,2015-04-10
0.7600638201458301,0.016561612429726154,0.016561612429726154,2015-04-13
0.09525624584782977,0.022543634236837234,-0.022543634236837234,2015-04-14
0.983009190805028,0.012265660449184434,0.012265660449184434,2015-04-15
0.8489822959811153,0.02170833186310278,0.02170833186310278,2015-04-16
0.37649277425026106,0.007346192581763545,-0.007346192581763545,2015-04-17
0.2734447830621347,0.006164348308406728,-0.006164348308406728,2015-04-20
0.40806860855400773,0.009234121743695629,0.0,2015-04-21
0.3276701769275081,0.008992533319029791,-0.008992533319029791,2015-04-22
0.022082205181622183,0.00028788160162615377,-0.00028788160162615377,2015-04-23
0.9661511800142251,0.0035650712823978113,0.0035650712823978113,2015-04-24
0.8109002408427695,0.0029898914794189665,0.0029898914794189665,2015-04-27
0.8906874356199138,0.012747006721963192,0.012747006721963192,2015-04-28
0.9886405371118256,0.004551313966817904,0.004551313966817904,2015-04-30
0.2933095753724292,0.006950632877230945,-0.006950632877230945,2015-05-01
0.30775660023518836,0.0042222356496035805,-0.0042222356496035805,2015-05-07
0.6510035243516862,0.0024144237628950923,0.0024144237628950923,2015-05-08
0.6056863214550756,0.007002903872756609,0.007002903872756609,2015-05-11
0.7146719956772491,0.006278385975481686,0.006278385975481686,2015-05-12
0.5521533866258117,0.011298080253003856,0.0,2015-05-13
0.4510262915680563,0.016334031821878297,0.0,2015-05-14
0.5235346028001818,0.013879694941404244,0.0,2015-05-15
0.11987107142370634,0.01437816076235755,-0.01437816076235755,2015-05-18
0.7728228928225465,0.013608823573387392,0.013608823573387392,2015-05-19
0.2947300231705653,0.0076636169176938496,-0.0076636169176938496,2015-05-20
0.2659108934409318,0.014389996068432482,-0.014389996068432482,2015-05-21
0.23013035179559171,8.438067372636559e-05,-8.438067372636559e-05,2015-05-22
0.34495655819963367,0.020794462179000793,-0.020794462179000793,2015-05-25
0.48721293443729696,0.020760074839361993,0.0,2015-05-26
0.18189539887794437,0.0022802986363517058,-0.0022802986363517058,2015-05-27
0.7951986142568767,0.040177139666123275,0.040177139666123275,2015-05-28
0.05467185870267066,0.0071873970855231084,-0.0071873970855231084,2015-05-29
0.001365552075491494,0.010299941207012239,-0.010299941207012239,2015-06-01
0.8613213039505699,0.014865225722623597,0.014865225722623597,2015-06-02
0.5773292600739913,0.008838068233957478,0.0,2015-06-03
0.9305872035291592,0.009332960055729972,0.009332960055729972,2015-06-04
0.5582982998911099,0.00382522472738351,0.0,2015-06-05
0.04192461147652382,0.014669122128510991,-0.014669122128510991,2015-06-08
0.45459979150478746,0.0061058508574647445,0.0,2015-06-09
0.24444797684337904,0.004016783014779503,-0.004016783014779503,2015-06-10
0.9210149018716142,0.025420310481264936,0.025420310481264936,2015-06-11
0.5850313840026445,0.047880418444666825,0.0,2015-06-12
0.6954555547173876,0.004173312867297114,0.004173312867297114,2015-06-15
0.21321721359287016,0.013888028883229644,-0.013888028883229644,2015-06-16
0.23339753203089852,0.04025320677057593,-0.04025320677057593,2015-06-17
0.9283826265810852,0.0036268553166941735,0.0036268553166941735,2015-06-18
0.3668363028297581,0.015017285568034625,-0.015017285568034625,2015-06-19
0.1929152767915575,0.010281161730561811,-0.010281161730561811,2015-06-22
0.6128760284444328,0.017441913184673533,0.017441913184673533,2015-06-23
0.033904273970561505,0.012699317707562463,-0.012699317707562463,2015-06-24
0.0646463224815822,0.004379502967711979,-0.004379502967711979,2015-06-25
0.2349218827011761,0.016356370660492035,-0.016356370660492035,2015-06-26
0.8390493171027993,0.001779408259515709,0.001779408259515709,2015-06-29
0.39336636643656797,0.025563169328530543,-0.025563169328530543,2015-06-30
0.7111388658427793,0.019116589949046907,0.019116589949046907,2015-07-01
0.20565680461293023,0.024346320784000904,-0.024346320784000904,2015-07-02
0.664850581428361,0.03619791894328274,0.03619791894328274,2015-07-03
0.18789690520874802,0.0030313277073119216,-0.0030313277073119216,2015-07-06
0.7506242428811122,0.004346693316295456,0.004346693316295456,2015-07-07
0.6219500452620272,0.002587316225897328,0.002587316225897328,2015-07-08
0.7305363054684554,0.004661215253965911,0.004661215253965911,2015-07-09
0.41117843444790747,0.014057110247847986,0.0,2015-07-10
0.3848722780710826,0.016605032267144552,-0.016605032267144552,2015-07-13
0.6800791329214517,0.022588180807138633,0.022588180807138633,2015-07-14
0.6972264010500978,0.00915218329911666,0.00915218329911666,2015-07-15
0.3072471315851031,0.007002268412929434,-0.007002268412929434,2015-07-16
0.8121437447934373,0.017475101380206675,0.017475101380206675,2015-07-17
0.9203141815249889,0.001817812280654709,0.001817812280654709,2015-07-21
0.506061012536016,0.005824327117728532,0.0,2015-07-22
0.20202856032634076,0.0031259330342803472,-0.0031259330342803472,2015-07-23
0.022312924455401784,0.02392981767342388,-0.02392981767342388,2015-07-24
0.24734963811659083,0.005949646046349518,-0.005949646046349518,2015-07-27
0.6554761244888139,0.02406313070261053,0.02406313070261053,2015-07-28
0.7597245299120349,0.0031673651428000536,0.0031673651428000536,2015-07-29
0.12665229320598226,0.015744173140808095,-0.015744173140808095,2015-07-30
0.3783881192234031,0.006999780398470806,-0.006999780398470806,2015-07-31
0.47902004904717255,0.015346473032656792,0.0,2015-08-03
0.44276923812226365,0.010834468012371598,0.0,2015-08-04
0.47541447551027394,0.0045262270974131755,0.0,2015-08-05
0.09286184040342915,0.006483853126736341,-0.006483853126736341,2015-08-06
0.040633212511829275,0.01863776441943919,-0.01863776441943919,2015-08-07
0.8048884290115323,0.023129221913029793,0.023129221913029793,2015-08-10
0.8651133198667577,0.013146489745694776,0.013146489745694776,2015-08-11
0.9017496311945122,0.012845115207022554,0.012845115207022554,2015-08-12
0.9773007514753008,0.0012122222887762158,0.0012122222887762158,2015-08-13
0.3412394650531386,0.015060245021420034,-0.015060245021420034,2015-08-14
0.6303997963693803,0.0056585583502772405,0.0056585583502772405,2015-08-17
0.6078981713610186,0.014390487788814434,0.014390487788814434,2015-08-18
0.5563489192269735,0.020912736337106018,0.0,2015-08-19
0.1437792708994815,0.0195684844594983,-0.0195684844594983,2015-08-20
0.5985180997232972,0.00874205060991128,0.0,2015-08-21
0.08596095342153809,0.021820148413419616,-0.021820148413419616,2015-08-24
0.6231001051216997,0.006947317274546572,0.006947317274546572,2015-08-25
0.6317807998278316,0.025517998887983923,0.025517998887983923,2015-08-26
0.8119791408265478,0.00040789057160931863,0.00040789057160931863,2015-08-27
0.252121184858179,0.007448538365039004,-0.007448538365039004,2015-08-28
0.19535337467299663,0.009576943120079699,-0.009576943120079699,2015-08-31
0.6154008903080845,0.007753080761570509,0.007753080761570509,2015-09-01
0.8013803208850502,0.031048359509787633,0.031048359509787633,2015-09-02
0.9112643152202515,0.011414851130589196,0.011414851130589196,2015-09-03
0.21113272248391568,0.015389106196077309,-0.015389106196077309,2015-09-04
0.17418697394555938,0.011767520233807264,-0.011767520233807264,2015-09-07
0.6202222631282647,0.027195145565740205,0.027195145565740205,2015-09-08
0.040099702940991855,0.021606162989866985,-0.021606162989866985,2015-09-09
0.144530313028155,0.007090847060314046,-0.007090847060314046,2015-09-10
0.49155322078795216,0.013508420731855207,0.0,2015-09-11
0.5706347086321782,0.0069414174862456254,0.0,2015-09-14
0.080953764266262,0.004089460144675921,-0.004089460144675921,2015-09-15
0.46809189773669224,0.012359473958947627,0.0,2015-09-16
0.2560854798879437,0.026646523378258135,-0.026646523378258135,2015-09-17
0.28545879830550414,0.044940836586298265,-0.044940836586298265,2015-09-18
0.03523081282856422,0.013311350870549682,-0.013311350870549682,2015-09-24
0.7266675043615772,0.018406822681098296,0.018406822681098296,2015-09-25
0.10748048350306494,0.009737431134356659,-0.009737431134356659,2015-09-28
0.9283064411058274,0.008361187326247063,0.008361187326247063,2015-09-29
0.24372868933440361,0.007328693099267837,-0.007328693099267837,2015-09-30
0.12747283651010277,0.020323707553851555,-0.020323707553851555,2015-10-01
0.2822520807803427,0.00826205572081755,-0.00826205572081755,2015-10-02
0.61566686210761,1.1236911087139274e-05,1.1236911087139274e-05,2015-10-05
0.09878582573203099,0.01958400921616442,-0.01958400921616442,2015-10-06
0.7148989433804909,0.0008148366467786842,0.0008148366467786842,2015-10-07
0.6623144422030672,0.0012607797134876028,0.0012607797134876028,2015-10-08
0.6650175985134426,0.017095503176838344,0.017095503176838344,2015-10-09
0.09026193949022743,0.007434687335887571,-0.007434687335887571,2015-10-13
0.2562160251443715,0.04689374981150096,-0.04689374981150096,2015-10-14
0.4466508701759684,0.029374580999880533,0.0,2015-10-15
0.7076367295956155,0.010630433945767025,0.010630433945767025,2015-10-16
0.5712477483646048,0.01714730421098035,0.0,2015-10-19
0.24542590793670405,0.0202811186568949,-0.0202811186568949,2015-10-20
0.4701974226707135,0.014611821626490216,0.0,2015-10-21
0.2599361991926964,0.02706187173298443,-0.02706187173298443,2015-10-22
0.9932809602460763,0.014774853734302639,0.014774853734302639,2015-10-23
0.11126207155683987,0.0049208295737948075,-0.0049208295737948075,2015-10-26
0.7139611736060021,0.005522551554644316,0.005522551554644316,2015-10-27
0.99987311835882,0.0028956825903478254,0.0028956825903478254,2015-10-28
0.35836491951034743,0.019715050859272776,-0.019715050859272776,2015-10-29
0.13580494765965279,0.005339652235139709,-0.005339652235139709,2015-10-30
0.12549725626214236,0.014953107390033374,-0.014953107390033374,2015-11-02
0.01319678632384258,0.040887661154502375,-0.040887661154502375,2015-11-04
0.37632839558247333,0.0035625551497766527,-0.0035625551497766527,2015-11-05
0.0904124187257237,0.005379581032776657,-0.005379581032776657,2015-11-06
0.006337463055635761,0.010920470576517538,-0.010920470576517538,2015-11-09
0.8995495170250788,0.006839889903477435,0.006839889903477435,2015-11-10
0.6968941800602254,0.011012284877260256,0.011012284877260256,2015-11-11
0.3532143777850526,0.014234228401319668,-0.014234228401319668,2015-11-12
0.2578323452675986,0.0033537546062448924,-0.0033537546062448924,2015-11-13
0.8238569549550561,0.012056962144933589,0.012056962144933589,2015-11-16
0.8566848599174071,0.00842090123204736,0.00842090123204736,2015-11-17
0.5032847399169115,0.03212568360294832,0.0,2015-11-18
0.5412042945905441,0.003009793186612517,0.0,2015-11-19
0.20764897464611254,0.00048758665562934213,-0.00048758665562934213,2015-11-20
0.9634775346172849,0.004496054025243972,0.004496054025243972,2015-11-24
0.326404239028657,0.010240904957034006,-0.010240904957034006,2015-11-25
0.5109550776501722,0.006881017308152965,0.0,2015-11-26
0.810147686622806,0.018759003372773312,0.018759003372773312,2015-11-27
0.7680467142567636,0.029350023615342488,0.029350023615342488,2015-11-30
0.46320172101466595,0.0183300993268391,0.0,2015-12-01
0.4376038063312896,0.007871008369849528,0.0,2015-12-02
0.49186160237236953,0.00536568834591438,0.0,2015-12-03
0.4792362880357859,0.030942153113505455,0.0,2015-12-04
0.6756461065625845,0.03982175700713477,0.03982175700713477,2015-12-07
0.23797084206438068,0.0002558418185486784,-0.0002558418185486784,2015-12-08
0.1520669780681535,0.006393190811701706,-0.006393190811701706,2015-12-09
0.5225334942183936,0.03594636809868399,0.0,2015-12-10
0.4102569794147747,0.005900225225128373,0.0,2015-12-11
0.3295218721971851,0.008255393510992805,-0.008255393510992805,2015-12-14
0.38210295628270685,0.00942980374917418,-0.00942980374917418,2015-12-15
0.8829700307411354,0.008204973906555581,0.008204973906555581,2015-12-16
0.412028081767975,0.01295686047983198,0.0,2015-12-17
0.16593744346391326,1.771999772663286e-05,-1.771999772663286e-05,2015-12-18
0.8411490202903162,0.025097925936595846,0.025097925936595846,2015-12-21
0.3480352584464935,0.02540614098124474,-0.02540614098124474,2015-12-22
0.44751911782471376,0.005617205314193543,0.0,2015-12-24
0.20585148989742041,0.00315008398455105,-0.00315008398455105,2015-12-25
0.3702903450462851,0.002057089706379337,-0.002057089706379337,2015-12-28
0.8076120204343722,0.0030466211469634677,0.0030466211469634677,2015-12-29
0.282279686435687,0.030300141905572973,-0.030300141905572973,2015-12-30
0.25776253772057856,0.021514666005090465,-0.021514666005090465,2016-01-05
0.9620735477442548,0.004807444533718188,0.004807444533718188,2016-01-06
0.46437214588335973,0.015281580453923839,0.0,2016-01-07
0.5517668523669432,0.02701009795495334,0.0,2016-01-08
0.20901197686394257,0.005194027369352787,-0.005194027369352787,2016-01-12
